典籍編號,典籍名稱,卷數,作譯者,type
T1653,大乘緣生論,1,欝楞迦造  唐 不空譯,text
T1654,因緣心論頌因緣心論釋,1,龍猛菩薩造,text
T1655,止觀門論頌,1,世親菩薩造  唐 義淨譯,text
T1656,寶行王正論,1,陳 真諦譯,text
T1657,手杖論,1,釋迦稱造  唐 義淨譯,text
T1658,諸教決定名義論,1,慈氏菩薩造  宋 施護譯,text
T1659,發菩提心經論,2,天親菩薩造  後秦 鳩摩羅什譯,text
T1660,菩提資糧論,6,龍樹本  自在比丘釋  隋 達磨笈多譯,text
T1661,菩提心離相論,1,龍樹菩薩造  宋 施護譯,text
T1662,菩提行經,4,龍樹菩薩集頌  宋 天息災譯,text
T1663,菩提心觀釋,1,宋 法天譯,text
T1664,廣釋菩提心論,4,蓮華戒菩薩造  宋 施護譯,text
T1665,金剛頂瑜伽中發阿耨多羅三藐三菩提心論,1,唐 不空譯,text
T1666,大乘起信論,1,馬鳴菩薩造  梁 真諦譯,text
T1667,大乘起信論,2,馬鳴菩薩造  唐 實叉難陀譯,text
T1668,釋摩訶衍論,10,龍樹菩薩造  姚秦 筏提摩多譯,text
T1669,大宗地玄文本論,20,馬鳴菩薩造  陳 真諦譯,text
T1670A,那先比丘經,2,失譯,text
T1670B,那先比丘經,3,失譯,text
T1671,福蓋正行所集經,12,龍樹菩薩集  宋 日稱等譯,text
T1672,龍樹菩薩為禪陀迦王說法要偈,1,宋 求那跋摩譯,text
T1673,勸發諸王要偈,1,龍樹菩薩撰  宋 僧伽跋摩譯,text
T1674,龍樹菩薩勸誡王頌,1,唐 義淨譯,text
T1675,讚法界頌,1,龍樹菩薩造  宋 施護譯,text
T1676,廣大發願頌,1,龍樹菩薩造  宋 施護等譯,text
T1677,三身梵讚,1,宋 法賢譯,text
T1678,佛三身讚,1,西土賢聖撰  宋 法賢譯,text
T1679,佛一百八名讚,1,宋 法天譯,text
T1680,一百五十讚佛頌,1,摩咥里制吒造  唐 義淨譯,text
T1681,佛吉祥德讚,3,寂友尊者造  宋 施護譯,text
T1682,七佛讚唄伽他,1,宋 法天譯,text
T1683,犍稚梵讚,1,宋 法賢譯,text
T1684,八大靈塔梵讚,1,西天戒日王製  宋 法賢譯,text
T1685,佛說八大靈塔名號經,1,宋 法賢譯,text
T1686,賢聖集伽陀一百頌,1,宋 天息災譯,text
T1687,事師法五十頌,1,馬鳴菩薩集  宋 日稱等譯,text
T1688,密跡力士大權神王經偈頌,1,元 管主八撰,text
T1689,請賓頭盧法,1,劉宋 慧簡譯,text
T1690,賓頭盧突羅闍為優陀延王說法經,1,劉宋 求那跋陀羅譯,text
T1691,迦葉仙人說醫女人經,1,宋 法賢譯,text
T1692,勝軍化世百喻伽他經,1,宋 天息災譯,text
T1693,人本欲生經註,1,東晉 道安撰,text
T1694,陰持入經註,2,吳 陳慧撰,text
T1695,大般若波羅蜜多經般若理趣分述讚,3,唐 窺基撰,text
T1696,大品經遊意,1,隋 吉藏撰,text
T1697,大慧度經宗要,1,新羅 元曉撰,text
T1698,金剛般若經疏,1,隋 智顗說,text
T1699,金剛般若疏,4,隋 吉藏撰,text
T1700,金剛般若經贊述,2,唐 窺基撰,text
T1701,金剛般若經疏論纂要,2,唐 宗密述  宋 子璿治定,text
T1702,金剛經纂要刊定記,7,宋 子璿錄,text
T1703,金剛般若波羅蜜經註解,1,明 宗泐．如同註,text
T1704,金剛般若波羅蜜經略疏,2,唐 智儼述,text
T1705,仁王護國般若經疏,5,隋 智顗說  灌頂記,text
T1706,仁王護國般若波羅蜜經疏神寶記,4,宋 善月述,text
T1707,仁王般若經疏,3,隋 吉藏撰,text
T1708,仁王經疏,3,唐 圓測撰,text
T1709,仁王護國般若波羅蜜多經疏,3,唐 良賁述,text
T1710,般若波羅蜜多心經幽贊,2,唐 窺基撰,text
T1711,般若波羅蜜多心經贊,1,唐 圓測撰,text
T1712,般若波羅蜜多心經略疏,1,唐 法藏述,text
T1713,般若心經略疏連珠記,2,宋 師會述,text
T1714,般若波羅蜜多心經註解,1,明 宗泐．如同註,text
T1715,法華經義記,8,梁 法雲撰,text
T1716,妙法蓮華經玄義,10,隋 智顗說,text
T1717,法華玄義釋籤,20,唐 湛然述,text
T1718,妙法蓮華經文句,10,隋 智顗說,text
T1719,法華文句記,10,唐 湛然述,text
T1720,法華玄論,10,隋 吉藏撰,text
T1721,法華義疏,12,隋 吉藏撰,text
T1722,法華遊意,1,隋 吉藏造,text
T1723,妙法蓮華經玄贊,10,唐 窺基撰,text
T1724,法華玄贊義決,1,唐 慧沼撰,text
T1725,法華宗要,1,新羅 元曉撰,text
T1726,觀音玄義,2,隋 智顗說．灌頂記,text
T1727,觀音玄義記,4,宋 知禮述,text
T1728,觀音義疏,2,隋 智顗說．灌頂記,text
T1729,觀音義疏記,4,宋 知禮述,text
T1730,金剛三昧經論,3,新羅 元曉述,text
T1731,華嚴遊意,1,隋 吉藏撰,text
T1732,大方廣佛華嚴經搜玄分齊通智方軌,5,唐 智儼述,text
T1733,華嚴經探玄記,20,唐 法藏述,text
T1734,花嚴經文義綱目,1,唐 法藏撰,text
T1735,大方廣佛華嚴經疏,60,唐 澄觀撰,text
T1736,大方廣佛華嚴經隨疏演義鈔,90,唐 澄觀述,text
T1737,大華嚴經略策,1,唐 澄觀述,text
T1738,新譯華嚴經七處九會頌釋章,1,唐 澄觀述,text
T1739,新華嚴經論,40,唐 李通玄撰,text
T1740,大方廣佛華嚴經中卷卷大意略敘,1,唐 李通玄造,text
T1741,略釋新華嚴經修行次第決疑論,4,唐 李通玄撰,text
T1742,大方廣佛華嚴經願行觀門骨目,2,唐 湛然撰,text
T1743,皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部,1,唐 靜居撰,text
T1744,勝鬘寶窟,3,隋 吉藏撰,text
T1745,無量壽經義疏,2,隋 慧遠撰,text
T1746,無量壽經義疏,1,隋 吉藏撰,text
T1747,兩卷無量壽經宗要,1,新羅 元曉撰,text
T1748,無量壽經連義述文贊,3,新羅 璟興撰,text
T1749,觀無量壽經義疏,1,隋 慧遠撰,text
T1750,觀無量壽佛經疏,1,隋 智顗說,text
T1751,觀無量壽佛經疏妙宗鈔,6,宋 知禮述,text
T1752,觀無量壽經義疏,1,隋 吉藏撰,text
T1753,觀無量壽佛經疏,4,唐 善導集記,text
T1754,觀無量壽佛經義疏,3,宋 元照述,text
T1755,阿彌陀經義記,1,隋 智顗說,text
T1756,阿彌陀經義述,1,唐 慧淨述,text
T1757,阿彌陀經疏,1,唐 窺基撰,text
T1758,阿彌陀經通贊疏,3,唐 窺基撰,text
T1759,阿彌陀經疏,1,新羅 元曉述,text
T1760,阿彌陀經疏,1,宋 智圓述,text
T1761,阿彌陀經義疏,1,宋 元照述,text
T1762,阿彌陀經要解,1,明 智旭解,text
T1763,大般涅槃經集解,71,梁 寶亮等集,text
T1764,大般涅槃經義記,10,隋 慧遠述,text
T1765,大般涅槃經玄義,2,隋 灌頂撰,text
T1766,涅槃玄義發源機要,4,宋 智圓述,text
T1767,大般涅槃經疏,33,隋 灌頂撰,text
T1768,涅槃經遊意,1,隋 吉藏撰,text
T1769,涅槃宗要,1,新羅 元曉撰,text
T1770,本願藥師經古迹,2,新羅 太賢撰,text
T1771,彌勒經遊意,1,隋 吉藏撰,text
T1772,觀彌勒上生兜率天經贊,2,唐 窺基撰,text
T1773,彌勒上生經宗要,1,新羅 元曉撰,text
T1774,三彌勒經疏,1,新羅 憬興撰,text
T1775,注維摩詰經,10,後秦 僧肇撰,text
T1776,維摩義記,4,隋 慧遠撰,text
T1777,維摩經玄疏,6,隋 智顗撰,text
T1778,維摩經略疏,10,隋 智顗說　唐 湛然略,text
T1779,維摩經略疏垂裕記,10,宋 智圓述,text
T1780,淨名玄論,8,隋 吉藏造,text
T1781,維摩經義疏,6,隋 吉藏撰,text
T1782,說無垢稱經疏,6,唐 窺基撰,text
T1783,金光明經玄義,2,隋 智顗說  灌頂錄,text
T1784,金光明經玄義拾遺記,6,宋 知禮述,text
T1785,金光明經文句,6,隋 智顗說  灌頂錄,text
T1786,金光明經文句記,6,宋 知禮述,text
T1787,金光明經疏,1,隋 吉藏撰,text
T1788,金光明最勝王經疏,6,唐 慧沼撰,text
T1789,楞伽阿跋多羅寶經註解,4,明 宗泐．如同註,text
T1790,入楞伽心玄義,1,唐 法藏撰,text
T1791,注大乘入楞伽經,10,宋 寶臣述,text
T1792,佛說盂蘭盆經疏,2,唐 宗密述,text
T1793,溫室經義記,1,隋 慧遠撰,text
T1794,註四十二章經,1,宋 真宗皇帝註,text
T1795,大方廣圓覺修多羅了義經略疏,2,唐 宗密述,text
T1796,大毘盧遮那成佛經疏,20,唐 一行記,text
T1797,大毘盧遮那經供養次第法疏,2,唐 不可思議撰,text
T1798,金剛頂經大瑜伽祕密心地法門義訣,1,唐 不空撰,text
T1799,首楞嚴義疏注經,10,宋 子璿集,text
T1800,請觀音經疏,1,隋 智顗說  灌頂記,text
T1801,請觀音經疏闡義鈔,4,宋 智圓述,text
T1802,十一面神呪心經義疏,1,唐 慧沼撰,text
T1803,佛頂尊勝陀羅尼經教跡義記,2,唐 法崇述,text
T1804,四分律刪繁補闕行事鈔,3,唐 道宣撰,text
T1805,四分律行事鈔資持記,3,宋 元照撰,text
T1806,四分律比丘含注戒本,3,唐 道宣述,text
T1807,四分比丘戒本疏,2,唐 定賓撰,text
T1808,四分律刪補隨機羯磨,2,唐 道宣集,text
T1809,僧羯磨,3,唐 懷素集,text
T1810,尼羯磨,3,唐 懷素集,text
T1811,菩薩戒義疏,2,隋 智顗說  灌頂記,text
T1812,天台菩薩戒疏,3,唐 明曠刪補,text
T1813,梵網經菩薩戒本疏,6,唐 法藏撰,text
T1814,菩薩戒本疏,2,新羅 義寂述,text
T1815,梵網經古迹記,2,新羅 太賢集,text
T1816,金剛般若論會釋,3,唐 窺基撰,text
T1817,略明般若末後一頌讚述,1,唐 義淨述,text
T1818,法華論疏,3,隋 吉藏撰,text
T1819,無量壽經優婆提舍願生偈註,2,北魏 曇鸞註解,text
T1820,佛遺教經論疏節要,1,宋 淨源節要  明 袾宏補註,text
T1821,俱舍論記,30,唐 普光述,text
T1822,俱舍論疏,30,唐 法寶撰,text
T1823,俱舍論頌疏論本,30,唐 圓暉述,text
T1824,中觀論疏,10,隋 吉藏撰,text
T1825,十二門論疏,3,隋 吉藏撰,text
T1826,十二門論宗致義記,2,唐 法藏述,text
T1827,百論疏,3,隋 吉藏撰,text
T1828,瑜伽論記,24,唐 遁倫集撰,text
T1829,瑜伽師地論略纂,16,唐 窺基撰,text
T1830,成唯識論述記,10,唐 窺基撰,text
T1831,成唯識論掌中樞要,2,唐 窺基撰,text
T1832,成唯識論了義燈,7,唐 惠沼述,text
T1833,成唯識論演祕,7,唐 智周撰,text
T1834,唯識二十論述記,2,唐 窺基撰,text
T1835,辯中邊論述記,3,唐 窺基撰,text
T1836,大乘百法明門論解,2,唐 窺基註解．明 普泰增修,text
T1837,大乘百法明門論疏,2,唐 大乘光撰,text
T1838,大乘法界無差別論疏,1,唐 法藏撰,text
T1839,理門論述記,1,唐 神泰撰,text
T1840,因明入正理論疏,3,唐 窺基撰,text
T1841,因明義斷,1,唐 慧沼撰,text
T1842,因明入正理論義纂要,1,唐 慧沼集,text
T1843,大乘起信論義疏,2,隋 慧遠撰,text
T1844,起信論疏,2,新羅 元曉撰,text
T1845,大乘起信論別記,1,新羅 元曉撰,text
T1846,大乘起信論義記,3,唐 法藏撰,text
T1847,大乘起信論義記別記,1,唐 法藏撰,text
T1848,起信論疏筆削記,20,宋 子璿錄,text
T1849,大乘起信論內義略探記,1,新羅 太賢作,text
T1850,大乘起信論裂網疏,6,明 智旭述,text
T1851,大乘義章,20,隋 慧遠撰,text
T1852,三論玄義,1,隋 吉藏撰,text
T1853,大乘玄論,5,隋 吉藏撰,text
T1854,二諦義,3,隋 吉藏撰,text
T1855,三論遊意義,1,隋 磧法師撰,text
T1856,鳩摩羅什法師大義,3,東晉 慧遠問．羅什答,text
T1857,寶藏論,1,後秦 僧肇著,text
T1858,肇論,1,後秦 僧肇作,text
T1859,肇論疏,3,唐 元康撰,text
T1860,肇論新疏,3,元 文才述,text
T1861,大乘法苑義林章,7,唐 窺基撰,text
T1862,勸發菩提心集,3,唐 慧沼撰,text
T1863,能顯中邊慧日論,4,唐 慧沼撰,text
T1864,大乘入道次第,1,唐 智周撰,text
T1865,八識規矩補註,2,明 普泰補註,text
T1866,華嚴一乘教義分齊章,4,唐 法藏述,text
T1867,華嚴五教止觀,1,隋 杜順說,text
T1868,華嚴一乘十玄門,1,隋 杜順說．唐 智儼撰,text
T1869,華嚴五十要問答,2,唐 智儼集,text
T1870,華嚴經內章門等雜孔目章,4,唐 智儼集,text
T1871,華嚴經旨歸,1,唐 法藏述,text
T1872,華嚴策林,1,唐 法藏述,text
T1873,華嚴經問答,2,唐 法藏撰,text
T1874,華嚴經明法品內立三寶章,2,唐 法藏述,text
T1875,華嚴經義海百門,1,唐 法藏述,text
T1876,修華嚴奧旨妄盡還源觀,1,唐 法藏述,text
T1877,華嚴遊心法界記,1,唐 法藏撰,text
T1878,華嚴發菩提心章,1,唐 法藏述,text
T1879a,華嚴經關脈義記,1,唐 法藏撰,text
T1879b,華嚴關脈義記,1,"",text
T1880,金師子章雲間類解,1,唐 法藏撰．宋 淨源述,text
T1881,華嚴經金師子章註,1,唐 法藏撰．宋 承遷註,text
T1882,三聖圓融觀門,1,唐 澄觀述,text
T1883,華嚴法界玄鏡,2,唐 澄觀述,text
T1884,註華嚴法界觀門,1,唐 宗密註,text
T1885,註華嚴經題法界觀門頌,2,宋 本嵩述．琮湛註,text
T1886,原人論,1,唐 宗密述,text
T1887A,華嚴一乘法界圖,1,新羅 義湘撰,text
T1887B,法界圖記叢髓錄,2,"",text
T1888,解迷顯智成悲十明論,1,唐 李通玄撰,text
T1889,海印三昧論,1,新羅 明皛述,text
T1890,華嚴一乘成佛妙義,1,新羅 見登之集,text
T1891,文殊指南圖讚,1,宋 惟白述,text
T1892,關中創立戒壇圖經,1,唐 道宣撰,text
T1893,淨心戒觀法,2,唐 道宣撰,text
T1894,釋門章服儀,1,唐 道宣述,text
T1895,量處輕重儀,2,唐 道宣緝,text
T1896,釋門歸敬儀,2,唐 道宣述,text
T1897,教誡新學比丘行護律儀,1,唐 道宣述,text
T1898,律相感通傳,1,唐 道宣撰,text
T1899,中天竺舍衛國祇洹寺圖經,2,唐 道宣撰,text
T1900,佛制比丘六物圖,1,宋 元照撰,text
T1901,護命放生軌儀法,1,唐 義淨撰,text
T1902,受用三水要行法,1,唐 義淨撰,text
T1903,說罪要行法,1,唐 義淨撰,text
T1904,根本說一切有部出家授近圓羯磨儀範,1,元 拔合思巴集,text
T1905,根本說一切有部苾芻習學略法,1,元 拔合思巴集,text
T1906,菩薩戒本宗要,1,新羅 大賢撰,text
T1907,菩薩戒本持犯要記,1,新羅 元曉述,text
T1908,大乘六情懺悔,1,新羅 元曉撰,text
T1909,慈悲道場懺法,10,梁 諸大法師集撰,text
T1910,慈悲水懺法,3,"",text
T1911,摩訶止觀,10,隋 智顗說,text
T1912,止觀輔行傳弘決,10,唐 湛然述,text
T1913,止觀義例,2,唐 湛然述,text
T1914,止觀大意,1,唐 湛然述,text
T1915,修習止觀坐禪法要,1,隋 智顗述,text
T1916,釋禪波羅蜜次第法門,10,隋 智顗說,text
T1917,六妙法門,1,隋 智顗說,text
T1918,四念處,4,隋 智顗說,text
T1919,天台智者大師禪門口訣,1,隋 智顗說,text
T1920,觀心論,1,隋 智顗述,text
T1921,觀心論疏,5,隋 灌頂撰,text
T1922,釋摩訶般若波羅蜜經覺意三昧,1,隋 智顗說,text
T1923,諸法無諍三昧法門,2,陳 慧思撰,text
T1924,大乘止觀法門,4,陳 慧思說,text
T1925,法界次第初門,3,隋 智顗撰,text
T1926,法華經安樂行義,1,陳 慧思說,text
T1927,十不二門,1,唐 湛然述,text
T1928,十不二門指要鈔,2,宋 知禮述,text
T1929,四教義,12,隋 智顗撰,text
T1930,天台八教大意,1,隋 灌頂撰,text
T1931,天台四教儀,1,高麗 諦觀錄,text
T1932,金剛錍,1,唐 湛然述,text
T1933,南嶽思大禪師立誓願文,1,陳 慧思撰,text
T1934,國清百錄,4,隋 灌頂纂,text
T1935,法智遺編觀心二百問,1,宋 繼忠集,text
T1936,四明十義書,2,宋 知禮撰,text
T1937,四明尊者教行錄,7,宋 宗曉編,text
T1938,天台傳佛心印記,1,元 懷則述,text
T1939,教觀綱宗,1,明 智旭述,text
T1940,方等三昧行法,1,隋 智顗說,text
T1941,法華三昧懺儀,1,隋 智顗撰,text
T1942,法華三昧行事運想補助儀,1,唐 湛然撰,text
T1943,略法華三昧補助儀,1,"",text
T1944,禮法華經儀式,1,"",text
T1945,金光明懺法補助儀,1,宋 遵式集,text
T1946,金光明最勝懺儀,1,宋 知禮集,text
T1947,釋迦如來涅槃禮讚文,1,宋 仁岳撰,text
T1948,天台智者大師齋忌禮讚文,1,宋 遵式述,text
T1949,請觀世音菩薩消伏毒害陀羅尼三昧儀,1,宋 遵式集,text
T1950,千手眼大悲心呪行法,1,宋 知禮集,text
T1951,熾盛光道場念誦儀,1,宋 遵式撰,text
T1952,觀自在菩薩如意輪呪課法,1,"",text
T1953,菩提心義,1,"",text
T1954,明佛法根本碑,1,唐 智慧輪述,text
T1955,顯密圓通成佛心要集,2,遼 道集,text
T1956,密呪圓因往生集,1,夏 智廣等集,text
T1957,略論安樂淨土義,1,後魏 曇鸞撰,text
T1958,安樂集,2,唐 道綽撰,text
T1959,觀念阿彌陀佛相海三昧功德法門,1,唐 善導集記,text
T1960,釋淨土群疑論,7,唐 懷感撰,text
T1961,淨土十疑論,1,隋 智顗說,text
T1962,五方便念佛門,1,隋 智顗撰,text
T1963,淨土論,3,唐 迦才撰,text
T1964,西方要決釋疑通規,1,唐 基撰,text
T1965,遊心安樂道,1,新羅 元曉撰,text
T1966,念佛鏡,2,唐 道鏡．善道共集,text
T1967,念佛三昧寶王論,3,唐 飛錫撰,text
T1968,往生淨土決疑行願二門,1,宋 遵式撰,text
T1969A,樂邦文類,5,宋 宗曉編,text
T1969B,樂邦遺稿,2,宋 宗曉編,text
T1970,龍舒增廣淨土文,12,宋 王日休撰,text
T1971,淨土境觀要門,1,元 懷則述,text
T1972,淨土或問,1,元 天如則著,text
T1973,廬山蓮宗寶鑑,10,元 普度編,text
T1974,寶王三昧念佛直指,2,明 妙叶集,text
T1975,淨土生無生論,1,明 傳燈撰,text
T1976,西方合論,10,明 袁宏道撰,text
T1977,淨土疑辨,1,明 袾宏撰,text
T1978,讚阿彌陀佛偈,1,後魏 曇鸞撰,text
T1979,轉經行道願往生淨土法事讚,2,唐 善導集記,text
T1980,往生禮讚偈,1,唐 善導集記,text
T1981,依觀經等明般舟三昧行道往生讚,1,唐 善導撰,text
T1982,集諸經禮懺儀,2,唐 智昇撰,text
T1983,淨土五會念佛略法事儀讚,2,唐 法照述,text
T1984,往生淨土懺願儀,1,宋 遵式撰,text
T1985,鎮州臨濟慧照禪師語錄,1,唐 慧然集,text
T1986A,筠州洞山悟本禪師語錄,1,日本 慧印校,text
T1986B,瑞州洞山良价禪師語錄,1,明 語風圓信．郭凝之編,text
T1987A,撫州曹山元證禪師語錄,1,日本 慧印校,text
T1987B,撫州曹山本寂禪師語錄,2,日本 玄契編,text
T1988,雲門匡真禪師廣錄,3,宋 守堅集,text
T1989,潭州溈山靈祐禪師語錄,1,明 語風圓信．郭凝之編,text
T1990,袁州仰山慧寂禪師語錄,1,明 語風圓信．郭凝之編,text
T1991,金陵清涼院文益禪師語錄,1,明 語風圓信．郭凝之編,text
T1992,汾陽無德禪師語錄,3,宋 楚圓集,text
T1993,黃龍慧南禪師語錄,1,宋 惠泉集,text
T1994A,楊岐方會和尚語錄,1,宋 仁勇等編,text
T1994B,楊岐方會和尚後錄,1,"",text
T1995,法演禪師語錄,3,宋 才良等編,text
T1996,明覺禪師語錄,6,宋 惟蓋竺編,text
T1997,圓悟佛果禪師語錄,20,宋 紹隆等編,text
T1998A,大慧普覺禪師語錄,30,宋 蘊聞編,text
T1998B,大慧普覺禪師宗門武庫,1,宋 道謙編,text
T1999,密菴和尚語錄,1,宋 崇岳．了悟等編,text
T2000,虛堂和尚語錄,10,宋 妙源編,text
T2001,宏智禪師廣錄,9,宋 集成等編,text
T2002A,如淨和尚語錄,2,宋 文素編,text
T2002B,天童山景德寺如淨禪師續語錄,1,宋 義遠編,text
T2003,佛果圜悟禪師碧巖錄,10,宋 重顯頌古．克勤評唱,text
T2004,萬松老人評唱天童覺和尚頌古從容庵錄,6,宋 正覺頌古．元 行秀評唱,text
T2005,無門關,1,宋 宗紹編,text
T2006,人天眼目,6,宋 智昭集,text
T2007,南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經,1,唐 法海集,text
T2008,六祖大師法寶壇經,1,元 宗寶編,text
T2009,少室六門,1,"",text
T2010,信心銘,1,隋 僧璨作,text
T2011,最上乘論,1,唐 弘忍述,text
T2012A,黃檗山斷際禪師傳心法要,1,唐 裴休集,text
T2012B,黃檗斷際禪師宛陵錄,1,唐 裴休集,text
T2013,禪宗永嘉集,1,唐 玄覺撰,text
T2014,永嘉證道歌,1,唐 玄覺撰,text
T2015,禪源諸詮集都序,2,唐 宗密述,text
T2016,宗鏡錄,100,宋 延壽集,text
T2017,萬善同歸集,3,宋 延壽述,text
T2018,永明智覺禪師唯心訣,1,宋 延壽撰,text
T2019A,真心直說,1,高麗 知訥撰,text
T2019B,誡初心學人文,1,高麗 知訥撰,text
T2020,高麗國普照禪師修心訣,1,高麗 知訥撰,text
T2021,禪宗決疑集,1,元 智徹述,text
T2022,禪林寶訓,4,宋 淨善重集,text
T2023,緇門警訓,10,明 如巹續集,text
T2024,禪關策進,1,明 袾宏輯,text
T2025,勅修百丈清規,8,元 德煇重編,text
T2026,撰集三藏及雜藏傳,1,失譯,text
